Experiment run
dataset: cora
num_mp_layers: 3
mp_hidden_dim: 4000
optimizer_lr: 0.001
loss_func: CrossEntropyLoss
total_epoch: 500
energy_lambda: 0
Epoch: 05, Loss: 0.8232, Energy: 1762207.1250, Train: 16.23%, Valid: 16.20%, Test: 14.80%, Best Valid: 32.40%, Best Test: 33.30%
Epoch: 200, Loss: 0.0014, Energy: 1696799.7500, Train: 99.92%, Valid: 85.60%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 205, Loss: 0.0014, Energy: 1695810.1250, Train: 99.92%, Valid: 85.60%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 210, Loss: 0.0016, Energy: 1694941.1250, Train: 99.92%, Valid: 85.60%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 215, Loss: 0.0016, Energy: 1694178.5000, Train: 99.92%, Valid: 85.60%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 220, Loss: 0.0015, Energy: 1693442.0000, Train: 99.92%, Valid: 85.60%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 225, Loss: 0.0014, Energy: 1692675.7500, Train: 99.92%, Valid: 85.40%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 230, Loss: 0.0014, Energy: 1691863.8750, Train: 99.92%, Valid: 85.40%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 235, Loss: 0.0014, Energy: 1691017.7500, Train: 99.92%, Valid: 85.40%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 240, Loss: 0.0013, Energy: 1690153.5000, Train: 99.92%, Valid: 85.40%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 245, Loss: 0.0013, Energy: 1689282.3750, Train: 99.92%, Valid: 85.40%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 250, Loss: 0.0013, Energy: 1688420.1250, Train: 99.92%, Valid: 85.40%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 255, Loss: 0.0013, Energy: 1687566.5000, Train: 99.92%, Valid: 85.40%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 260, Loss: 0.0013, Energy: 1686694.3750, Train: 99.92%, Valid: 85.40%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 265, Loss: 0.0013, Energy: 1685864.3750, Train: 99.92%, Valid: 85.40%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 270, Loss: 0.0014, Energy: 1685015.7500, Train: 99.92%, Valid: 85.40%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 275, Loss: 0.0013, Energy: 1684357.1250, Train: 99.92%, Valid: 85.40%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 280, Loss: 0.0013, Energy: 1683657.8750, Train: 99.92%, Valid: 85.40%, Test: 82.00%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 285, Loss: 0.0013, Energy: 1682921.6250, Train: 99.92%, Valid: 85.40%, Test: 82.00%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 290, Loss: 0.0014, Energy: 1682262.3750, Train: 99.92%, Valid: 85.40%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 295, Loss: 0.0013, Energy: 1681611.7500, Train: 99.92%, Valid: 85.40%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 300, Loss: 0.0013, Energy: 1680980.6250, Train: 100.00%, Valid: 85.40%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 305, Loss: 0.0013, Energy: 1680302.2500, Train: 99.92%, Valid: 85.20%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 310, Loss: 0.0013, Energy: 1679583.1250, Train: 99.92%, Valid: 85.20%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 315, Loss: 0.0013, Energy: 1679038.5000, Train: 99.92%, Valid: 85.20%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 320, Loss: 0.0012, Energy: 1678444.8750, Train: 100.00%, Valid: 85.20%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 325, Loss: 0.0012, Energy: 1677801.5000, Train: 99.92%, Valid: 85.20%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 330, Loss: 0.0013, Energy: 1677163.7500, Train: 99.92%, Valid: 85.20%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 335, Loss: 0.0013, Energy: 1676533.7500, Train: 99.92%, Valid: 85.00%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 340, Loss: 0.0012, Energy: 1676014.6250, Train: 99.92%, Valid: 85.00%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 345, Loss: 0.0012, Energy: 1675408.2500, Train: 100.00%, Valid: 85.00%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 350, Loss: 0.0012, Energy: 1674752.5000, Train: 99.92%, Valid: 85.00%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 355, Loss: 0.0013, Energy: 1674112.8750, Train: 99.92%, Valid: 85.00%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 360, Loss: 0.0013, Energy: 1673503.8750, Train: 99.92%, Valid: 85.00%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 365, Loss: 0.0012, Energy: 1673053.0000, Train: 99.92%, Valid: 85.00%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 370, Loss: 0.0012, Energy: 1672494.5000, Train: 99.92%, Valid: 85.00%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 375, Loss: 0.0012, Energy: 1671862.2500, Train: 99.92%, Valid: 85.00%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 380, Loss: 0.0012, Energy: 1671322.3750, Train: 99.92%, Valid: 85.00%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 385, Loss: 0.0012, Energy: 1670756.8750, Train: 99.92%, Valid: 85.00%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 390, Loss: 0.0012, Energy: 1670185.1250, Train: 99.92%, Valid: 85.00%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 395, Loss: 0.0012, Energy: 1669544.2500, Train: 99.92%, Valid: 85.00%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 400, Loss: 0.0012, Energy: 1668928.2500, Train: 99.92%, Valid: 85.00%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 405, Loss: 0.0013, Energy: 1668333.8750, Train: 99.92%, Valid: 85.00%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 410, Loss: 0.0012, Energy: 1667909.8750, Train: 99.92%, Valid: 84.80%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 415, Loss: 0.0012, Energy: 1667375.3750, Train: 99.92%, Valid: 84.80%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 420, Loss: 0.0012, Energy: 1666760.7500, Train: 99.92%, Valid: 85.00%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 425, Loss: 0.0012, Energy: 1666172.7500, Train: 99.92%, Valid: 85.00%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 430, Loss: 0.0012, Energy: 1665605.1250, Train: 99.92%, Valid: 85.00%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 435, Loss: 0.0012, Energy: 1665165.2500, Train: 99.92%, Valid: 84.80%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 440, Loss: 0.0011, Energy: 1664614.2500, Train: 100.00%, Valid: 84.80%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 445, Loss: 0.0011, Energy: 1664006.6250, Train: 100.00%, Valid: 85.00%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 450, Loss: 0.0011, Energy: 1663353.3750, Train: 100.00%, Valid: 85.00%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 455, Loss: 0.0011, Energy: 1662703.7500, Train: 99.92%, Valid: 85.00%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 460, Loss: 0.0013, Energy: 1662037.7500, Train: 99.92%, Valid: 85.00%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 465, Loss: 0.0012, Energy: 1661740.0000, Train: 99.92%, Valid: 84.80%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 470, Loss: 0.0011, Energy: 1661357.8750, Train: 99.92%, Valid: 84.80%, Test: 82.20%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 475, Loss: 0.0012, Energy: 1660838.7500, Train: 99.92%, Valid: 84.80%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 480, Loss: 0.0011, Energy: 1660394.3750, Train: 99.92%, Valid: 84.80%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 485, Loss: 0.0011, Energy: 1659845.0000, Train: 100.00%, Valid: 84.80%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 490, Loss: 0.0011, Energy: 1659230.5000, Train: 99.92%, Valid: 85.00%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
Epoch: 495, Loss: 0.0011, Energy: 1658645.8750, Train: 99.92%, Valid: 85.00%, Test: 82.10%, Best Valid: 85.60%, Best Test: 82.50%
train_accuracy_list: [0.30049668874172186, 0.1630794701986755, 0.16390728476821192, 0.16225165562913907, 0.16225165562913907, 0.16225165562913907, 0.16225165562913907, 0.16225165562913907, 0.16225165562913907, 0.15728476821192053, 0.15728476821192053, 0.1564569536423841, 0.15562913907284767, 0.1498344370860927, 0.14817880794701987, 0.1390728476821192, 0.11920529801324503, 0.1076158940397351, 0.10182119205298014, 0.09768211920529801, 0.10513245033112582, 0.12003311258278146, 0.1382450331125828, 0.15066225165562913, 0.18294701986754966, 0.21357615894039736, 0.2640728476821192, 0.31456953642384106, 0.353476821192053, 0.3923841059602649, 0.44950331125827814, 0.5033112582781457, 0.5571192052980133, 0.6051324503311258, 0.6432119205298014, 0.6771523178807947, 0.7144039735099338, 0.7483443708609272, 0.7748344370860927, 0.7988410596026491, 0.8145695364238411, 0.8286423841059603, 0.8435430463576159, 0.859271523178808, 0.8725165562913907, 0.8865894039735099, 0.8956953642384106, 0.902317880794702, 0.9114238410596026, 0.9155629139072847, 0.9221854304635762, 0.9304635761589404, 0.9370860927152318, 0.9387417218543046, 0.9445364238410596, 0.9470198675496688, 0.9503311258278145, 0.9561258278145696, 0.9586092715231788, 0.9594370860927153, 0.9635761589403974, 0.9668874172185431, 0.9735099337748344, 0.9751655629139073, 0.9768211920529801, 0.9776490066225165, 0.9801324503311258, 0.9817880794701986, 0.984271523178808, 0.9867549668874173, 0.9875827814569537, 0.9884105960264901, 0.9884105960264901, 0.9884105960264901, 0.9925496688741722, 0.9925496688741722, 0.9933774834437086, 0.9958609271523179, 0.9958609271523179, 0.9966887417218543, 0.9966887417218543, 0.9966887417218543, 0.9966887417218543, 0.9975165562913907, 0.9983443708609272, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9991721854304636, 1.0, 0.9991721854304636, 1.0, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 1.0, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 1.0, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 1.0, 1.0, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 1.0, 1.0, 1.0, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 1.0, 1.0, 1.0, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 1.0, 0.9991721854304636, 1.0, 1.0, 1.0, 1.0, 0.9991721854304636, 1.0, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 1.0, 0.9991721854304636, 1.0, 1.0, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 1.0, 0.9991721854304636, 1.0, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 1.0, 0.9991721854304636, 1.0, 1.0, 0.9991721854304636, 1.0, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 1.0, 0.9991721854304636, 1.0, 0.9991721854304636, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 1.0, 1.0, 0.9991721854304636, 1.0, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636, 0.9991721854304636]
